uid	source	label	diacritic	sentence	original
2058	Inoue_1976	1	g	太郎が子供に絵を買ってやった。	太郎が子供に絵を買ってやった。
3888	Kuroda_1965	1	g	ジョンがボストンに来たとき自分がビルをトムに紹介した。	ジョンがボストンに来たとき自分がビルをトムに紹介した。
821	Inoue_1976	1	g	我々は、この鍋で揚げ物をしやすい。	我々は、この鍋で揚げ物をしやすい。
5300	Shibatani_1976	1	g	田中を、山田は森田に紹介した。	田中を、山田は森田に紹介した。
4128	Kuroda_1992	1	g	太郎は貧乏な学生を紹介してきた花子を雇い入れた。	太郎は貧乏な学生を紹介してきた花子を雇い入れた。
4103	Kuroda_1992	1	g	ジョンさえが統辞構造論を読んだ。	ジョンさえが統辞構造論を読んだ。
7162	Shibatani_1976	1	g	太郎は飲む水を探した。	飲む水
3964	Kuroda_1965	1	g	私には楽しい。	私には楽しい。
756	Inoue_1976	1	g	子供たちには、地震が恐ろしかった。	子供たちには、地震が恐ろしかった。
3960	Kuroda_1965	1	g	私は地震が怖かった。	私は地震が怖かった。
1319	Inoue_1976	1	g	ジョンは、思わず窓に手をついて、窓を壊してしまった。	ジョンは、思わず窓に手をついて、窓を壊してしまった。
7147	Shibatani_1976	1	g	太郎は街中を歩いた。	街中
6753	Shibatani_1976	1	g	何もしないと、家へ帰れるよ。	何もしないと、家へ帰れるよ。
6444	Shibatani_1976	1	g	私はあの人が先生を殺したという感じを受けた。	私はあの人が先生を殺したという感じを受けた。
4662	Kuroda_1992	1	g	正男はその本は読んだ。	正男はその本は読んだ。
2947	Kuno_1973	0	*	夏になるなら、ニューヨークに行ってください。	夏になるなら、ニューヨークに行ってください。
5191	Miyagawa_and_Saito	1	g	太郎が誰かにどの荷物も送った。	太郎が誰かにどの荷物も送った。
6325	Shibatani_1976	1	g	警察は学生がデモに参加するのを止めた。	警察は学生がデモに参加するのを止めた。
7972	Tsujimura_1999	1	g	誰もが自分を批判した。	誰もが自分を批判した。
1151	Inoue_1976	1	g	彼のうなぎが好きなことは、有名です。	彼のうなぎが好きなことは、有名です。
6024	Shibatani_1976	1	g	太郎は花子を急に止めた。	太郎は花子を急に止めた。
1562	Inoue_1976	1	g	印鑑が綺麗におさっている。	印鑑が綺麗におさっている。
1795	Inoue_1976	0	*	棘が刺さりなさい。	棘が刺さりなさい。
514	Inoue_1976	1	g	ジョンが弟に仕事をさせた。	ジョンが弟に仕事をさせた。
329	Inoue_1976	1	g	お煎餅が焦げた。	お煎餅が焦げた。
2235	Kuno_1973	0	*	大勢の人はパーティーに来ました。	大勢の人はパーティーに来ました。
2383	Kuno_1973	1	g	あなたがこの音が聞こえないのは当然です。	あなたがこの音が聞こえないのは当然です。
3433	Kuno_1973	1	g	ジョンが歩ける。	ジョンが歩ける。
4374	Kuroda_1992	1	g	太郎が飯を炊ける。	太郎が飯を炊ける。
3345	Kuno_1973	1	g	ジョンは毎日学校に行く。	ジョンは毎日学校に行く。
7034	Shibatani_1976	1	g	君は、小説は書けまい。	君は、小説は書けまい。
564	Inoue_1976	1	g	太郎は二郎に成功された。	太郎は二郎に成功された。
925	Inoue_1976	1	g	ジョンがある駅からはるばるやってきた。	ジョンがある駅からはるばるやってきた。
659	Inoue_1976	0	*	ジョンが話したのは、母親に仕事のことだ。	ジョンが話したのは、母親に仕事のことだ。
454	Inoue_1976	0	*	A氏はB氏にC氏に紹介された。	A氏はB氏にC氏に紹介された。
1783	Inoue_1976	0	*	加藤氏は、子供を流感に罹らせてみた。	加藤氏は、子供を流感に罹らせてみた。
1786	Inoue_1976	0	*	加藤氏は子供を流感に罹らせるために、失職した。	加藤氏は子供を流感に罹らせるために、失職した。
5792	Shibatani_1976	1	g	加藤氏が自分の机を部屋に居た学生に拭かせた。	加藤氏が自分の机を部屋に居た学生に拭かせた。
7185	Shibatani_1976	1	g	太郎は船で酔うことが嫌いだ。	船で酔うこと
1551	Inoue_1976	1	g	花子が毛布と布団を重ねている。	花子が毛布と布団を重ねている。
3829	Kuroda_1965	1	g	倒れたか？	倒れたか？
3217	Kuno_1973	1	g	手紙がたくさん来た友達が大勢いた。	手紙がたくさん来た友達が大勢いた。
8145	Tsujimura_1999	1	g	誰がメアリーがどこで何を買ったかと思っていますか？	誰がメアリーがどこで何を買ったかと思っていますか？
2079	Inoue_1976	1	g	自分の宿題を終えた学生が山川先生を訪ねてきた。	自分の宿題を終えた学生が山川先生を訪ねてきた。
4745	Miyagawa_and_Saito	0	*	メアリーがジョンがリンゴを2つとナンシーがボブがバナナを3本買ったと思っていることはみんなが知っている。	メアリーがジョンがリンゴを2つとナンシーがボブがバナナを3本買ったと思っていること。
3418	Kuno_1973	1	g	自分がバカなことがジョンを悲しませた。	自分がバカなことがジョンを悲しませた。
6019	Shibatani_1976	1	g	太郎は二郎を6時に起きさせた。	太郎は二郎を6時に起きさせた。
7375	Shibatani_1976	1	g	山田先生のお帽子は赤い。	山田先生のお帽子
963	Inoue_1976	1	g	素晴らしい本が子供たちからプレゼントされたそうです。	素晴らしい本が子供たちからプレゼントされたそうです。
1929	Inoue_1976	1	g	ビルは、ジョンが使っている新しいナイフに気づいた。	ビルは、ジョンが使っている新しいナイフに気づいた。
5628	Shibatani_1976	1	g	恋人の裏切りが田中を悲嘆の極みへ追いやった。	恋人の裏切りが田中を悲嘆の極みへ追いやった。
2366	Kuno_1973	0	*	ジョンは映画が見たい。	ジョンは映画が見たい。
5193	Miyagawa_and_Saito	1	g	家老が町を2つ訪れた。	家老が町を2つ訪れた。
1575	Inoue_1976	1	g	春の日差しが部屋を快く温めていた。	春の日差しが部屋を快く温めていた。
1263	Inoue_1976	1	g	ジョンは、子供が遊ぶのを見ていた。	ジョンは、子供が遊ぶのを見ていた。
3703	Kuroda_1965	1	g	お箸ではご飯を食べる。	お箸ではご飯を食べる。
6541	Shibatani_1976	0	*	私は昨日は散歩しなくて昼寝しました。	私は昨日は散歩しなくて昼寝しました。
7157	Shibatani_1976	1	g	太郎は寝る場所を探した。	寝る場所
6796	Shibatani_1976	1	g	窓が閉めてある。	窓が閉めてある。
1999	Inoue_1976	1	g	私が利用していた電車が、ダイヤの改正で運転されなくなった。	私が利用していた電車が、ダイヤの改正で運転されなくなった。
5484	Shibatani_1976	1	g	美智子は泣いた。	美智子は泣いた。
1848	Inoue_1976	1	g	道路が掘れる。	道路が掘れる。
4726	Miyagawa_and_Saito	1	g	ジョンは僕は大バカと思っている。	ジョンは僕は大バカと思っている。
4691	Miyagawa_and_Saito	1	g	太郎と花子が力を合わせる。	力を合わせる。
7098	Shibatani_1976	1	g	田中は、俺に写真をとってくれた。	田中は、俺に写真をとってくれた。
2106	Kuno_1973	1	g	ジョンがメアリーをぶった。	ジョンがメアリーをぶった。
2635	Kuno_1973	1	g	ジョンとかメアリーがやってきた。	ジョンとかメアリーがやってきた。
1481	Inoue_1976	1	g	会談続行が委員会によって決定された。	会談続行が委員会によって決定された。
2053	Inoue_1976	1	g	太郎が子供に絵を描いた。	太郎が子供に絵を描いた。
2757	Kuno_1973	0	*	ジョンはお金がいりすぎだ。	ジョンはお金がいりすぎだ。
6252	Shibatani_1976	0	*	私が思ったのは田中さんが辞職したとだ。	私が思ったのは田中さんが辞職したとだ。
7776	Shibatani_1990	1	g	昔のことが偲ばれる。	昔のことが偲ばれる。
7838	Shibatani_1990	0	*	太郎は嬉しい。	太郎は嬉しい。
226	Gunji_1987	1	g	叔母が健の部屋を掃除した。	叔母が健の部屋を掃除した。
1442	Inoue_1976	1	g	太郎が花子と結婚した。	太郎が花子と結婚した。
4713	Miyagawa_and_Saito	1	g	誰がパーティーに来たか？	誰がパーティーに来たか？
2852	Kuno_1973	1	g	メアリーが行きたがっているなら、ジョンも行きたがっているでしょう。	メアリーが行きたがっているなら、ジョンも行きたがっているでしょう。
8275	Tsujimura_1999	1	g	車のペンキが剥がれた。	車のペンキが剥がれた。
3522	Kuno_1973	1	g	みんなが何かを食べた。	みんなが何かを食べた。
7504	Shibatani_1990	0	*	中曽根さんがアメリカ訪問する際、太郎は中国を訪問する。	中曽根さんがアメリカ訪問する際
8044	Tsujimura_1999	1	g	田中が鈴木を自分の部屋へ行かせた。	田中が鈴木を自分の部屋へ行かせた。
1585	Inoue_1976	0	*	彼は鼻緒が切ってあって、歩けなかった。	彼は鼻緒が切ってあって、歩けなかった。
8213	Tsujimura_1999	1	g	太郎は運動をする。	運動をする。
5083	Miyagawa_and_Saito	1	g	ジョンはメアリーが何を買ったと思っているの？	ジョンはメアリーが何を買ったと思っているの？
7791	Shibatani_1990	1	g	太郎が勝っているのを知っている？	太郎が勝っているのを知っている？
8504	Tsujimura_2013	1	g	犯人が警官に殺された。	犯人が警官に殺された。
8239	Tsujimura_1999	0	*	警察が容疑者を緊急の逮捕はした。	警察が容疑者を緊急の逮捕はした。
5801	Shibatani_1976	1	g	佐藤さんは田中さんにロシアを訪問された。	佐藤さんは田中さんにロシアを訪問された。
6880	Shibatani_1976	1	g	今晩夜行で旅行に出るのに、昨夜十分睡眠を取れなかった。	今晩夜行で旅行に出るのに、昨夜十分睡眠を取れなかった。
7112	Shibatani_1976	1	g	崖崩れが起きた。	崖崩れ
6139	Shibatani_1976	1	g	ドアが開いたので、また閉めた。	ドアが開いたので、また閉めた。
5421	Shibatani_1976	0	*	ホメロスがこの叙事詩を書いたと山田に思われた。	ホメロスがこの叙事詩を書いたと山田に思われた。
5023	Miyagawa_and_Saito	1	g	ジョンが子供たちの指を10人折った。	ジョンが子供たちの指を10人折った。
1740	Inoue_1976	1	g	太郎が弟に本を貸した。	太郎が弟に本を貸した。
7870	Tsujimura_1999	1	g	誰かがメアリーが自分の車を壊したことに驚いた。	誰かがメアリーが自分の車を壊したことに驚いた。
2778	Kuno_1973	1	g	お寺の鐘が鳴らないうちに帰ってくるのですよ。	お寺の鐘が鳴らないうちに帰ってくるのですよ。
3657	Kuno_1973	1	g	統辞構造論もジョンだけが読んだ。	統辞構造論もジョンだけが読んだ。
3759	Kuroda_1965	1	g	ジョンが本を買ったかどうかの問題。	ジョンが本を買ったかどうかの問題。
6036	Shibatani_1976	1	g	太郎がウインクすると花子もウインクした。	太郎がウインクすると花子もウインクした。
3102	Kuno_1973	1	g	メアリーがこんなバカだと知りませんでした。	メアリーがこんなバカだと知りませんでした。
4308	Kuroda_1992	0	*	FBIが花子のことを逮捕した。	FBIが花子のことを逮捕した。
8181	Tsujimura_1999	0	*	夕食が食べ損ねられた。	夕食が食べ損ねられた。
813	Inoue_1976	1	g	この種の蛋白は、破壊しにくい。	この種の蛋白は、破壊しにくい。
3877	Kuroda_1965	1	g	ジョンはビルをトムがビルを推薦したので重役に任命した。	ジョンはビルをトムがビルを推薦したので重役に任命した。
7221	Shibatani_1976	0	*	太郎は書き鉛筆を買った。	書き鉛筆
4750	Miyagawa_and_Saito	1	g	ジョンがリンゴを食べだけした。	ジョンがリンゴを食べだけした。
3339	Kuno_1973	0	*	私が着くと太郎が読んでいた本はシェイクスピアだ。	私が着くと太郎が読んでいた本はシェイクスピアだ。
5305	Shibatani_1976	1	g	山田は田中がその本を捨ててしまったと思った。	山田は田中がその本を捨ててしまったと思った。
12	Gunji_1987	1	g	真理恵が健に直美を寝かせさせた。	真理恵が健に直美を寝かせさせた。
4949	Miyagawa_and_Saito	0	*	花子の優秀なのに他はダメだ。	花子の優秀なのに他はダメだ。
6372	Shibatani_1976	1	g	田中さんと話してみると彼は国が負けたのを悟った。	田中さんと話してみると彼は国が負けたのを悟った。
4528	Kuroda_1992	1	g	もし孔雀がメスの方も綺麗なら、太郎は驚くだろう。	もし孔雀がメスの方も綺麗なら
4175	Kuroda_1992	1	g	太郎は泥棒がテレビを担ぎ出しているところにでくわした。	太郎は泥棒がテレビを担ぎ出しているところにでくわした。
5647	Shibatani_1976	0	*	自分の1人娘がヤクザに殺されたという知らせが眠りこけている田中さんを打ちのめした。	自分の1人娘がヤクザに殺されたという知らせが眠りこけている田中さんを打ちのめした。
2141	Kuno_1973	1	g	メアリーに本をジョンがやった。	メアリーに本をジョンがやった。
3649	Kuno_1973	1	g	僕の家はボストンにいる。	僕の家はボストンにいる。
1588	Inoue_1976	1	g	大きな丸太で道路が塞いであった。	大きな丸太で道路が塞いであった。
2972	Kuno_1973	1	g	バーに入ると、ビルが酒を飲んでいた。	バーに入ると、ビルが酒を飲んでいた。
6002	Shibatani_1976	1	g	花子が泣く。	花子が泣く。
3117	Kuno_1973	0	*	ジョンがメアリーを殴ったのは嘘だ。	ジョンがメアリーを殴ったのは嘘だ。
3833	Kuroda_1965	1	g	ジョンが自分を見た。	ジョンが自分を見た。
8047	Tsujimura_1999	1	g	太郎が子供にゲームをあげた。	太郎が子供にゲームをあげた。
172	Gunji_1987	1	g	直美はスーパーマンに髭を剃らせた。	直美はスーパーマンに髭を剃らせた。
1687	Inoue_1976	1	g	机の上に辞書が数冊ある。	机の上に辞書が数冊ある。
6500	Shibatani_1976	0	*	太郎は食べなくている。	太郎は食べなくている。
8177	Tsujimura_1999	0	*	太郎がゴミ箱にゴミを投入し込んだ。	投入し込む
6000	Shibatani_1976	1	g	息子が引っ込んだ。	息子が引っ込んだ。
726	Inoue_1976	0	*	僕は、先生に子供が褒められたくなかった。	僕は、先生に子供が褒められたくなかった。
2896	Kuno_1973	1	g	明日東京に行くなら、一緒に連れて行ってください。	明日東京に行くなら、一緒に連れて行ってください。
2379	Kuno_1973	1	g	誰が日本語を話せるか？	誰が日本語を話せるか？
1408	Inoue_1976	1	g	妹が彼から本を貰った。	妹が彼から本を貰った。
1381	Inoue_1976	1	g	ジョンが計画を変更した。	ジョンが計画を変更した。
2158	Kuno_1973	1	g	ジョンがメアリーを待つ。	ジョンがメアリーを待つ。
5466	Shibatani_1976	1	g	美智子が宏と結婚した。	美智子が宏と結婚した。
6961	Shibatani_1976	1	g	僕は、森が鬱蒼と茂っている中を1人散歩した。	僕は、森が鬱蒼と茂っている中を1人散歩した。
5516	Shibatani_1976	1	g	佐藤は田中に田中の家で殺された。	佐藤は田中に田中の家で殺された。
8089	Tsujimura_1999	1	g	花子が太郎にピザを食べさした。	花子が太郎にピザを食べさした。
4462	Kuroda_1992	1	g	花子にとって日本が英語を話しやすい。	花子にとって日本が英語を話しやすい。
5960	Shibatani_1976	1	g	和子は花子が自分の誕生日には自分が作った洋服を着ることを期待した。	和子は花子が自分の誕生日には自分が作った洋服を着ることを期待した。
3925	Kuroda_1965	1	g	ジョンが働く。	ジョンが働く。
3462	Kuno_1973	0	*	僕に本が読みたい。	僕に本が読みたい。
8403	Tsujimura_2013	1	g	二郎が政子に指輪をあげた。	二郎が政子に指輪をあげた。
3476	Kuno_1973	1	g	ジョンはメアリーに相談した。	ジョンはメアリーに相談した。
5759	Shibatani_1976	1	g	僕は親父に自分の車を洗わせられた。	僕は親父に自分の車を洗わせられた。
6565	Shibatani_1976	0	*	この絵はちっともおかしい。	この絵はちっともおかしい。
5245	Miyagawa_and_Saito	1	g	ジョンは図書室にある5、60冊の本のほとんどを読んだ。	ジョンは図書室にある5、60冊の本のほとんどを読んだ。
8436	Tsujimura_2013	1	g	母親が子供の先生に会った。	母親が子供の先生に会った。
954	Inoue_1976	1	g	この大学は、蔵書が多い。	この大学は、蔵書が多い。
944	Inoue_1976	1	g	物価が高い東京は嫌いだ。	物価が高い東京
8408	Tsujimura_2013	1	g	太郎の本は厚い。	太郎の本
849	Inoue_1976	1	g	トラックの運転手がパンクを直しているところを、乗用車が追突した。	トラックの運転手がパンクを直しているところを、乗用車が追突した。
7132	Shibatani_1976	1	g	太郎は洗濯石鹸を使った。	洗濯石鹸
6711	Shibatani_1976	1	g	狐は犬より利口だ。	狐は犬より利口だ。
1607	Inoue_1976	1	g	太郎は美しい景色が見られると喜んでいる。	太郎は美しい景色が見られると喜んでいる。
6442	Shibatani_1976	1	g	私はあの人が先生を殺した感じを受けた。	私はあの人が先生を殺した感じを受けた。
5386	Shibatani_1976	1	g	山田は田中を憎んでいる。	山田は田中を憎んでいる。
3708	Kuroda_1965	1	g	ジョンがあの本を買いはしたが、ビルがあの本を買いはしなかった。	ジョンがあの本を買いはしたが、ビルがあの本を買いはしなかった。
2224	Kuno_1973	1	g	僕はレッドソックスだ。	僕はレッドソックスだ。
3257	Kuno_1973	0	*	その人は、解けない問題を、私が解いた。	その人は、解けない問題を、私が解いた。
4791	Miyagawa_and_Saito	1	g	ジョンが慎重に本をそしてメアリーが素早く雑誌を読んだ。	ジョンが慎重に本をそしてメアリーが素早く雑誌を読んだ。
5367	Shibatani_1976	1	g	山田は逃げるを最上の策だと思った。	山田は逃げるを最上の策だと思った。
7970	Tsujimura_1999	1	g	誰もが自分の子供をつねった。	誰もが自分の子供をつねった。
8255	Tsujimura_1999	1	g	太郎は底の抜けた桶を持っている。	太郎は底の抜けた桶を持っている。
3911	Kuroda_1965	1	g	ジョンはビルが本を買うことを期待した。	ジョンはビルが本を買うことを期待した。
1505	Inoue_1976	1	g	父の死が花子を悲しませた。	父の死が花子を悲しませた。
2041	Inoue_1976	1	g	学部長は、田中さんに自分の車で中島教授を迎えに行かせた。	学部長は、田中さんに自分の車で中島教授を迎えに行かせた。
636	Inoue_1976	1	g	僕は、そんなに早くは起きられない。	僕は、そんなに早くは起きられない。
5641	Shibatani_1976	0	*	みんなが自分を馬鹿にしていることが鶏を絶望へ追いやった。	みんなが自分を馬鹿にしていることが鶏を絶望へ追いやった。
4101	Kuroda_1992	1	g	ジョンは統辞構造論も読んだ。	ジョンは統辞構造論も読んだ。
2802	Kuno_1973	1	g	6時にビルとあってから、7時に映画を見に行った。	6時にビルとあってから、7時に映画を見に行った。
3747	Kuroda_1965	0	*	ジョンでも本でも買った。	ジョンでも本でも買った。
7948	Tsujimura_1999	0	*	太郎は花子が自分にやったお金を使ってしまった。	太郎は花子が自分にやったお金を使ってしまった。
292	Gunji_1987	1	g	メアリーを私はビルに紹介したいという希望を持っている。	メアリーを私はビルに紹介したいという希望を持っている。
6624	Shibatani_1976	0	*	昨日は随分疲れなかった。	昨日は随分疲れなかった。
5293	Shibatani_1976	0	*	山田は田中が、愚かにも、犯人だと断定した。	山田は田中が、愚かにも、犯人だと断定した。
757	Inoue_1976	0	*	ジョンには、姉が嘆かわしかった。	ジョンには、姉が嘆かわしかった。
1318	Inoue_1976	1	g	ジョンは窓を壊して、家の中へ忍び込んだ。	ジョンは窓を壊して、家の中へ忍び込んだ。
2111	Kuno_1973	1	g	ジョンがメアリーと車で神戸に行った。	ジョンがメアリーと車で神戸に行った。
90	Gunji_1987	1	g	スーザンが直美を妹に会わせた。	スーザンが直美を妹に会わせた。
1850	Inoue_1976	1	g	太郎は正午まで部屋で待った。	太郎は正午まで部屋で待った。
1590	Inoue_1976	1	g	計算機がたくさんの仕事を捌いていた。	計算機がたくさんの仕事を捌いていた。
7417	Shibatani_1976	1	g	太郎はファウストを読み始めた。	太郎はファウストを読み始めた。
7166	Shibatani_1976	1	g	太郎は覗く穴を探した。	覗く穴
8020	Tsujimura_1999	1	g	日本が資本家たちによって美しい自然を破壊されている。	日本が資本家たちによって美しい自然を破壊されている。
5317	Shibatani_1976	1	g	山田は彼がみんなに嫌われていることに気がついていない。	山田は彼がみんなに嫌われていることに気がついていない。
1272	Inoue_1976	1	g	私は、お前が困っていたことを知らなかった。	私は、お前が困っていたことを知らなかった。
2975	Kuno_1973	1	g	僕が着くとジョンが帰った。	僕が着くとジョンが帰った。
553	Inoue_1976	1	g	いつも学生がそのブロック塀にもたれている。	いつも学生がそのブロック塀にもたれている。
389	Inoue_1976	1	g	父が太郎を野球選手にした。	父が太郎を野球選手にした。
2198	Kuno_1973	1	g	ジョンが帰ってきた。	ジョンが帰ってきた。
661	Inoue_1976	1	g	太郎が泳ぐことができる。	太郎が泳ぐことができる。
4974	Miyagawa_and_Saito	1	g	学生が図書館で5人勉強していた。	学生が図書館で5人勉強していた。
781	Inoue_1976	1	g	私には、ジョンが説明しやすい。	私には、ジョンが説明しやすい。
2015	Inoue_1976	0	**	先生は、ご自己が教えていらっしゃる学生と結婚したがっていらっしゃるよ。	先生は、ご自己が教えていらっしゃる学生と結婚したがっていらっしゃるよ。
988	Inoue_1976	1	g	山田君が相談したことが明らかな教授がいた。	山田君が相談したことが明らかな教授
6843	Shibatani_1976	1	g	電気が点いている。	電気が点いている。
3785	Kuroda_1965	1	g	ジョンでも本を買わなかった。	ジョンでも本を買わなかった。
3392	Kuno_1973	1	g	ジョンは、彼を憎んでいる女と結婚した。	ジョンは、彼を憎んでいる女と結婚した。
4675	Miyagawa_and_Saito	1	g	花子は吉に行かせた。	花子は吉に行かせた。
8094	Tsujimura_1999	1	g	映画監督が女優を驚かした。	映画監督が女優を驚かした。
4317	Kuroda_1992	1	g	ジョンは広く名を知られている。	ジョンは広く名を知られている。
4564	Kuroda_1992	1	g	あの人は死んだのに誰も悲しまなかった。	あの人は死んだのに誰も悲しまなかった。
7647	Shibatani_1990	1	g	神戸が山が綺麗だ。	神戸が山が綺麗だ。
682	Inoue_1976	1	g	ジョンにはこの本が訳せる。	ジョンにはこの本が訳せる。
256	Gunji_1987	1	g	健が自分の妹が美人だ。	健が自分の妹が美人だ。
3347	Kuno_1973	1	g	ジョンはバスを降りたときにはいつも注意した。	ジョンはバスを降りたときにはいつも注意した。
8551	Tsujimura_2013	1	g	母親が太郎に本を読ませた。	母親が太郎に本を読ませた。
4937	Miyagawa_and_Saito	1	g	ジョンの来た日は晴れだった。	ジョンの来た日。
3588	Kuno_1973	0	*	弟が叔母さんにお菓子を下さった。	弟が叔母さんにお菓子を下さった。
6293	Shibatani_1976	1	g	人間が羽のない二本足の動物であることは周知の事実だ。	人間が羽のない二本足の動物であることは周知の事実だ。
784	Inoue_1976	1	g	彼がこのナイフを使う。	彼がこのナイフを使う。
6984	Shibatani_1976	0	*	昨日僕は、明日彼が金庫を隠すのを見た。	昨日僕は、明日彼が金庫を隠すのを見た。
5855	Shibatani_1976	1	g	山田氏は息子が自分の事務所に来るのを嫌がった。	山田氏は息子が自分の事務所に来るのを嫌がった。
1679	Inoue_1976	1	g	花子はいい声をしている。	花子はいい声をしている。
4320	Kuroda_1992	1	g	危機一髪のところを、フランコに死なれて我々は九死に一生を得たのである。	危機一髪のところを、フランコに死なれて我々は九死に一生を得たのである。
6583	Shibatani_1976	1	g	私は代表団は明日の朝まで着くと思わない。	私は代表団は明日の朝まで着くと思わない。
5134	Miyagawa_and_Saito	1	g	誰もが寿司を食べると言った。	誰もが寿司を食べると言った。
622	Inoue_1976	1	g	戸が全部開けられている。	戸が全部開けられている。
5729	Shibatani_1976	1	g	太郎が指を切った。	太郎が指を切った。
3268	Kuno_1973	1	g	花の中では桜がいい。	花の中では桜がいい。
1159	Inoue_1976	1	g	彼らが無事だったと知らせてきた。	彼らが無事だったと知らせてきた。
848	Inoue_1976	1	g	加藤さんは、教科書を買ってくるはずを、うっかりしてレコードを買ってしまった。	加藤さんは、教科書を買ってくるはずを、うっかりしてレコードを買ってしまった。
2962	Kuno_1973	1	g	雨が降ると、ぬかるみだ。	雨が降ると、ぬかるみだ。
8101	Tsujimura_1999	1	g	監視が目を光らせる。	目を光らせる。
4883	Miyagawa_and_Saito	1	g	ジョンは静かな人だ。	静かな人。
7486	Shibatani_1990	1	g	美しさが欲しい。	美しさが欲しい。
7875	Tsujimura_1999	1	g	打出の小槌をイギリス人が2つ買った。	打出の小槌をイギリス人が2つ買った。
2228	Kuno_1973	1	g	文明国が男性が平均寿命が短い。	文明国が男性が平均寿命が短い。
3621	Kuno_1973	1	g	ジョンが来たのは、大阪にだ。	ジョンが来たのは、大阪にだ。
6649	Shibatani_1976	1	g	二度も行った。	二度も行った。
6545	Shibatani_1976	1	g	この映画は面白くなくてくだらない。	この映画は面白くなくてくだらない。
6285	Shibatani_1976	1	g	私は法律を学ばなかったことを後悔している。	私は法律を学ばなかったことを後悔している。
2814	Kuno_1973	1	g	ジョンが帰って後で、メアリーが来た。	ジョンが帰って後で、メアリーが来た。
5440	Shibatani_1976	1	g	美智子は宏が自分を裏切った事実を忘れない。	美智子は宏が自分を裏切った事実を忘れない。
1330	Inoue_1976	1	g	ジョンは、子供の前で転んで見せた。	ジョンは、子供の前で転んで見せた。
1637	Inoue_1976	1	g	この看板は屋上に上がらない。	この看板は屋上に上がらない。
2767	Kuno_1973	0	*	子供が寝るうちに、本を読みましょう。	子供が寝るうちに、本を読みましょう。
3334	Kuno_1973	0	*	ジョンが散歩させている犬は小さかった。	ジョンが散歩させている犬は小さかった。
8134	Tsujimura_1999	0	??	メアリーが何を買ったかわかっても報告してください。	メアリーが何を買ったかわかっても報告してください。
6664	Shibatani_1976	1	g	田中さんも投票しに行くだろう。	田中さんも投票しに行くだろう。
2132	Kuno_1973	1	g	ジョンはメアリーが誰にあげた本を取り上げたか？	ジョンはメアリーが誰にあげた本を取り上げたか？
602	Inoue_1976	1	g	ジョンには日本語が訳せる。	ジョンには日本語が訳せる。
4971	Miyagawa_and_Saito	1	g	元旦に教子から5人年賀状をもらった。	元旦に教子から5人年賀状をもらった。
7872	Tsujimura_1999	1	g	メアリーがジョンに送った手紙を彼がまだ読んでいないことはみんなが知っている。	メアリーがジョンに送った手紙を彼がまだ読んでいないこと。
8314	Tsujimura_1999	1	g	赤ちゃんがミルクを飲んだ。	赤ちゃんがミルクを飲んだ。
2812	Kuno_1973	1	g	ご飯を食べた後で映画を見に行きました。	ご飯を食べた後で映画を見に行きました。
6032	Shibatani_1976	1	g	太郎は二郎に自分の服を着させた。	太郎は二郎に自分の服を着させた。
1356	Inoue_1976	1	g	学生があの台の上に立った。	学生があの台の上に立った。
629	Inoue_1976	1	g	作品が書き上がったときには、常に予定通りに行かず、一抹の苦々しいものを感じている。	作品が書き上がったときには、常に予定通りに行かず、一抹の苦々しいものを感じている。
5249	Miyagawa_and_Saito	1	g	ジョンは生徒全員を集めた。	ジョンは生徒全員を集めた。
7278	Shibatani_1976	0	*	この店にはセブンスターがござった試しがない。	この店にはセブンスターがござった試しがない。
1207	Inoue_1976	1	g	君の返事のしようが相手を怒らせたのだよ。	君の返事のしようが相手を怒らせたのだよ。
8384	Tsujimura_1999	1	g	直美が椅子を動かせた。	直美が椅子を動かせた。
5806	Shibatani_1976	1	g	自分の宿題を終えた学生が太郎を訪ねてきた。	自分の宿題を終えた学生が太郎を訪ねてきた。
6334	Shibatani_1976	1	g	私は彼に保険に入ることを勧誘した。	私は彼に保険に入ることを勧誘した。
910	Inoue_1976	1	g	ジョンがニュースにガッカリした。	ジョンがニュースにガッカリした。
4318	Kuroda_1992	1	g	私は母に喜ばれて嬉しかった。	私は母に喜ばれて嬉しかった。
8193	Tsujimura_1999	0	*	犬が泥棒を噛み付いた。	犬が泥棒を噛み付いた。
4547	Kuroda_1992	1	g	日本からは心理学者がその会に来た。	日本からは心理学者がその会に来た。
7556	Shibatani_1990	1	g	私が本会の理事です。	私が本会の理事です。
6103	Shibatani_1976	1	g	道を聞くのに通行人を止めた。	道を聞くのに通行人を止めた。
8581	Tsujimura_2013	1	g	二郎が美智子に子供を褒めさせた。	二郎が美智子に子供を褒めさせた。
3550	Kuno_1973	1	g	ニューヨークに学生が大勢行った。	ニューヨークに学生が大勢行った。
4019	Kuroda_1992	1	g	猫が走る。	猫が走る。
4612	Kuroda_1992	1	g	正男が本を送ったのは花子にだ。	正男が本を送ったのは花子にだ。
4955	Miyagawa_and_Saito	0	*	学生が本を3人買った。	学生が本を3人買った。
6165	Shibatani_1976	0	*	太郎がお互いに殴り合ったチンピラはこの人だ。	太郎がお互いに殴り合ったチンピラ
74	Gunji_1987	0	*	海外旅行が健に直美に勧められた。	海外旅行が健に直美に勧められた。
1301	Inoue_1976	1	g	彼は幸福が訪れるのを期待した。	彼は幸福が訪れるのを期待した。
